mm_policy,qa_function,explore_policy,pretrain_semantic,long_capacity,episodic_capacity,semantic_capacity,short_capacity,semantic_decay_factor,test_mean,test_std
semantic,semantic,random,exclude_walls,192,0,192,1,0.5,224.5,13.238428909806478
semantic,semantic,random,include_walls,192,0,192,1,0.5,224.5,13.238428909806478
random,episodic_semantic,avoid_walls,False,192,192,0,1,1.0,209.08,14.372111883783809
random,episodic_semantic,random,exclude_walls,192,96,96,1,0.5,207.95999999999998,13.601852814966051
random,episodic_semantic,random,exclude_walls,192,96,96,1,0.9,207.9,25.454115580785754
random,episodic_semantic,avoid_walls,exclude_walls,192,0,192,1,0.9,207.24,19.226814608769704
random,episodic_semantic,avoid_walls,include_walls,192,0,192,1,0.9,207.24,19.226814608769704
random,episodic_semantic,random,False,192,96,96,1,0.5,205.6,26.03052054800287
random,episodic_semantic,random,False,192,96,96,1,0.7,205.6,26.047495081101356
random,random,avoid_walls,False,192,96,96,1,0.99,200.94,8.368416815622897
